text,category,priority,split,department,is_roman
"At Phase 2, Saddar, bijli nahi aa rahi hamare block me for the last three days. we have been waiting for a response for a while now Again, bijli nahi aa rahi hamare block me.",electricity,medium,train,Electricity & Streetlights,1
"Respected sir, khula manhole hai, koi bhi gir sakta hai in front of Phase 2, Gulberg Town, and a child was injured here yesterday and we fear a worse accident",safety,critical,train,Public Safety,1
the drain cover is broken & the sludge is exposed at near the katchi abadi in Gulistan-e-Johar.,drainage,low,train,Drainage & Sewerage,0
THERE ARE SPARKS COMING FROM THE CONNECTION AT NIGHT AT GULISTAN-E-JOHAR STREET 14.,electricity,medium,train,Electricity & Streetlights,0
construction malba has been dumped on the empty plot at Manghopir near a government girls school and nobody has come to check for almost a month. an elderly man fell into it and had to be taken to emergency,waste,critical,train,Sanitation & Solid Waste,0
"the road is uneven and bikes lose balance on it. Location: on Khayaban-e-Ittehad. a large number of residents are suffering because of it. Please treat this as urgent, the situation is getting worse daily Shukriya.",road,high,train,Roads & Infrastructure,0
"at sector 5-c, model colony, nalah kachre se bhar gaya hai since ramzan. a person has already been injured because of this. someone received an electric shock this morning",drainage,critical,train,Drainage & Sewerage,1
"I want to report that the manhole is spilling sewage continuously at near the flyover ramp in Bahadurabad near Ziauddin Hospital, since the last monsoon. the entire street of about forty houses is affected. The whole block has been suffering and tempers are rising Shukriya.",drainage,high,train,Drainage & Sewerage,0
"Assalam o alaikum, paani ka pressure bohot kam hai at near the flyover ramp in Kemari, since this morning. please look into it in the coming days Shukriya.",water,medium,train,Water Supply,1
"respected sir, the water that comes is muddy and smells of chemicals near gali no 7, gulberg town. just a routine request, nothing urgent at all please take action.",water,low,train,Water Supply,0
elderly patientts live in this lane and cannot step outside there is no electricity in our bloock at near the community centre in DHA Phase 6 near the school van stop. Thank you.,electricity,high,train,Electricity & Streetlights,0
people are burning the garbage pile and the smoke enters our homes at on Shahrah-e-Faisal near Civil Hospital and nobody has come to check since Friday. it is on the main road and traffic jams for hours every morning,waste,high,train,Sanitation & Solid Waste,0
"Assalam o alaikum, the kachra kundi was removed and now everyone dumps in the open at near the katchi abadi in Gadap Town, for the last three days. there is no urgency, just registering it formally. There is no urgency, please handle it in the routine schedule Shukriya.",waste,low,train,Sanitation & Solid Waste,0
"At near the petrol pump in Model Colony, log kachra jala rahe hain, dhuan ghar me aata hai since Friday. kindly send someone to look at it in the next few days",waste,medium,train,Sanitation & Solid Waste,1
a huge heap of trash is lying at the corner at on Abul Hasaan Isphahani Rpad. This has been the case for two days now. kindly send someone to look at it in the next few days,waste,medium,train,Sanitation & Solid Waste,0
the pedestrian crossing has no signal and children cross alone at near the flyover ramp in Clifton near Aga Khan Hospital. This has been the case for more than 20 days. elderly patients live in this lane and cannot step outside. Dengue and gastro cases have started appearing in the area,safety,high,train,Public Safety,0
"a pack of stray dogs is attacking people at Malir and nobody has come to check since this morning. it is urgent because a school is right beside it. Please treat this as urgent, the situation is getting worse daily",safety,high,train,Public Safety,0
"To the concerned department, the road has caved in after the rain at Baldia Town, since the last monsoon. this is a minor issue, whenever it is convenient We request immediate attention.",road,low,train,Roads & Infrastructure,0
Please be informed that garbage has not been collected from our street near on University Road. we have been waiting for a response for a while now Please take action.,waste,medium,train,Sanitation & Solid Waste,0
"kindly note tat park par qabza kar liya gaya hai since friday at near the petrol pump in dha phase 6. we request immediate attention. bara meherbani ho gi, jaldi malsa hal karain.",other,medium,train,General Administration,1
I want to report that there are deep potholes all along this stretch near on Sir Shah Suleman Road the whole block has been suffering and tempers are rising Thank you,road,high,train,Roads & Infrastructure,0
"This is to bring to your attention that the following problem at on I.I. Chundrigar Road: gandagi ki wajah se makhiyan bohot ho gayi hain. not an emergency at all, just a routine request",waste,low,test,Sanitation & Solid Waste,1
"kindly send someone to look at it in the next few days. Please arrange for the concerned staff to check it garbage has not been collected from our street at near the community centre in Shah Faisal Colony. Thank you. Again, garbage has not been collected from our street.",waste,medium,train,Sanitation & Solid Waste,0
hum ko roz tanker mangwana par raha hai. Location: on Rashid Minhas Road. it is causing inconvenience and should be fixed soon Kindly resolve it soon!!!,water,medium,train,Water Supply,1
"the manhole is spilling sewage continuously at Plot 22, Garden East and nobody has come to check for several months. please treat this as urgent, the situation is getting worse daily",drainage,high,train,Drainage & Sewerage,0
"Kindly note that the road is uneven and bikes lose balance on it in front of Block 5, Gulshan-e-Iqbal, and kindly look into it whenever a team is free",road,low,train,Roads & Infrastructure,0
"Location North Nazimabad st 14 - khatarnak imarat foopath par jhuk gayi hai, ongoing for over two weesk. the wall gave way on one side and a shop was buried plz do the needful. Again, khatarnak imarat footpath par jhuk gayi hai !!!!",safety,critical,test,Public Safety,1
"there is no urgency, just registering it formally manhole ka dhakkan toota hua hai at Block 2, Manghopir. Shukriya.",drainage,low,train,Drainage & Sewerage,1
Kindly note that the water line has burst and water is being wasted near on I.I. Chundrigar Road. the whole block has been suffering and tempers are rising Kindly resolve it soon.,water,high,train,Water Supply,0
"Respected sir, police gasht bilkul nahi hoti at near the flyover ramp in Federal B Area, snce yesterday. please arrange for the concerned staff to check it. We have complained at the local office twice already with no result Thank you. Bara meherbain ho gi, jaldi masla hal karain.",safety,medium,train,Public Safety,1
"At near the katchi abadi in Model Colony, the sewerage line is choked and dirty water is on the street since ths morning. please look into it in the coming days",drainage,medium,train,Drainage & Sewerage,0
"clean drinking water has not reached our houses — Phase 2, Bahadurabad near a madrassa. this has become a serious health hazard for the whole area. A hospital entrance is barely fifty metres from here",water,high,test,Water Supply,0
"assalam o alaikum, broken road with loose gravel everywhere at garden east, since friday. low priority, only mentioning it so it is on record shukriya.",road,low,train,Roads & Infrastructure,0
COMPLAINT: THE FOLLOWING PROBLEM AT LYARI BLOCK 5: ROAD BILKUL TOOT GAYI HAI. WE HAVE BEEN WAITING FOR A RESPONSE FOR A WHILE NOW. IT IS CAUSING INCONVENIENCE AND SHOULD BE FIXED SOON??!,road,medium,test,Roads & Infrastructure,1
WE THE RESIDENTS OF ON M.A. JINNAH ROAD NEAR JINNAH HOSPITAL EMERGENCY GATE REPORT THAT THE ROAD LEVEL IS NOW FAR BELOW THE MANHOLE RIM. THIS HAS BECOME A SERIOUS HEALTH HAZARD FOR THE WHOLE AREA. IT IS URGENT BCZ A SCHOOL IS RIGHT BESIDE IT,road,high,test,Roads & Infrastructure,0
Reporting from on I I Chundrigar Road: broken road with loose gravel everywhere,road,medium,test,Roads & Infrastructure,0
there has been no water supply in our line; this situation at Nazimabad House 4-B near a maternity home has continued for over two weeks a woman in labour could not be taken out of the lane in time Awaiting your response,water,critical,test,Water Supply,0
